"","id","submitdate","lastpage","startlanguage","informedConsent","noConsentReason","practiceBehavior_intention","practiceBehavior_attInstrumental","practiceBehavior_attExperiential","practiceBehavior_pnInjunctive","practiceBehavior_pnDescriptive","practiceBehavior_pbcCapacity","practiceBehavior_pbcControl","coffee_intention","coffee_attInstrumental","coffee_attExperiential","coffee_pnInjunctive","coffee_pnDescriptive","coffee_pbcCapacity","coffee_pbcControl","publicTransport_intention","publicTransport_attInstrumental","publicTransport_attExperiential","publicTransport_pnInjunctive","publicTransport_pnDescriptive","publicTransport_pbcCapacity","publicTransport_pbcControl","runRedLight_intention","runRedLight_attInstrumental","runRedLight_attExperiential","runRedLight_pnInjunctive","runRedLight_pnDescriptive","runRedLight_pbcCapacity","runRedLight_pbcControl","wasteSeparation_intention","wasteSeparation_attInstrumental","wasteSeparation_attExperiential","wasteSeparation_pnInjunctive","wasteSeparation_pnDescriptive","wasteSeparation_pbcCapacity","wasteSeparation_pbcControl","conSomebody_intention","conSomebody_attInstrumental","conSomebody_attExperiential","conSomebody_pnInjunctive","conSomebody_pnDescriptive","conSomebody_pbcCapacity","conSomebody_pbcControl","marathon_intention","marathon_attInstrumental","marathon_attExperiential","marathon_pnInjunctive","marathon_pnDescriptive","marathon_pbcCapacity","marathon_pbcControl","longShower_intention","longShower_attInstrumental","longShower_attExperiential","longShower_pnInjunctive","longShower_pnDescriptive","longShower_pbcCapacity","longShower_pbcControl","brushingTeeth_intention","brushingTeeth_attInstrumental","brushingTeeth_attExperiential","brushingTeeth_pnInjunctive","brushingTeeth_pnDescriptive","brushingTeeth_pbcCapacity","brushingTeeth_pbcControl","age","sex","sex_other","education","education_other","region","Totaaltijd","Groep.tijd..Toestemmingsverklaring","Vraagtijd..informedConsent","Groep.tijd..Geen.toestemming.gegeven.voor.deelname","Vraagtijd..noConsentReason","Groep.tijd..Oefenvraag..de.komende.minuten.een.vragenlijst.invullen","Vraagtijd..practiceBehavior","Groep.tijd..De.komende.maand.helemaal.geen.koffie.drinken","Vraagtijd..coffee","Groep.tijd..De.komende.maand.vooral.met.het.openbaar.vervoer.reizen","Vraagtijd..publicTransport","Groep.tijd..De.komende.maand.soms.door.rood.licht.fietsen","Vraagtijd..runRedLight","Groep.tijd..De.komende.maand.afval.altijd.nauwkeurig.scheiden","Vraagtijd..wasteSeparation","Groep.tijd..De.komende.maand.iemand.voor.10.000.euro.oplichten","Vraagtijd..conSomebody","Groep.tijd..De.komende.maand.een.marathon.uitlopen","Vraagtijd..marathon","Groep.tijd..De.komende.maand.vaak.extra.lang.douchen","Vraagtijd..longShower","Groep.tijd..De.komende.maand.elke.dag.je.tanden.poetsen","Vraagtijd..brushingTeeth","Groep.tijd..Algemene.informatie","Vraagtijd..age","Vraagtijd..sex","Vraagtijd..education","Vraagtijd..region"
"160",225,"1980-01-01 00:00:00",12,"nl-informal","yes",NA,5,5,4,5,3,5,5,5,5,2,5,4,5,5,1,1,1,5,3,2,3,1,1,1,3,4,1,3,2,5,3,5,4,3,2,1,1,1,1,1,1,1,1,1,1,5,3,1,3,1,3,5,1,3,1,2,5,5,5,5,4,5,5,29,"Vrouw",NA,"HAVO / VWO",NA,10,556.64,49.8,NA,NA,NA,44.28,NA,31.63,NA,30.78,NA,55,NA,36.73,NA,63.44,NA,24.53,NA,105.69,NA,79.32,NA,35.44,NA,NA,NA,NA
"161",226,NA,NA,"nl-informal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162",227,"1980-01-01 00:00:00",12,"nl-informal","yes",NA,5,4,4,4,4,4,4,1,2,1,4,1,4,5,4,3,4,4,4,4,5,2,2,2,1,2,4,5,5,5,5,5,4,5,5,1,1,1,1,2,3,4,2,4,4,5,4,3,5,2,3,3,2,2,4,5,5,5,5,5,5,5,5,36,"Man",NA,"WO (bijvoorbeeld een MSc of PhD)",NA,69,290.66,4.45,NA,NA,NA,26.73,NA,44.58,NA,23.15,NA,29.73,NA,30.46,NA,35.53,NA,25.19,NA,32.19,NA,18.57,NA,20.08,NA,NA,NA,NA
"163",228,"1980-01-01 00:00:00",12,"nl-informal","yes",NA,5,3,3,5,2,5,5,5,3,5,5,5,5,5,3,3,3,4,3,4,4,1,2,2,3,3,3,3,2,4,1,4,3,3,4,1,1,1,1,1,2,5,1,1,1,3,1,3,5,3,2,4,3,2,5,5,5,5,5,5,5,5,5,31,"Vrouw",NA,"WO (bijvoorbeeld een MSc of PhD)",NA,25,962.08,54,NA,NA,NA,81.61,NA,111.06,NA,145.2,NA,85.6,NA,183.99,NA,59.02,NA,57.88,NA,76.67,NA,56.58,NA,50.47,NA,NA,NA,NA
"164",230,"1980-01-01 00:00:00",12,"nl-informal","yes",NA,5,5,4,5,4,5,5,5,3,2,3,2,3,4,3,3,3,3,2,5,5,1,1,2,3,2,3,5,4,4,5,5,3,4,3,1,1,1,1,1,1,1,1,1,1,5,1,1,5,2,3,3,4,3,3,4,5,5,5,4,4,5,5,65,"Vrouw",NA,"WO (bijvoorbeeld een MSc of PhD)",NA,21,684.07,70.62,NA,NA,NA,66.13,NA,56.47,NA,48.38,NA,130.84,NA,49.63,NA,39.85,NA,61.73,NA,50.95,NA,35.26,NA,74.21,NA,NA,NA,NA
"165",231,"1980-01-01 00:00:00",12,"nl-informal","yes",NA,4,5,4,4,3,5,5,1,3,2,5,2,5,5,1,3,1,5,3,5,5,2,2,2,1,3,5,5,4,4,3,5,4,5,5,1,2,2,1,3,5,5,1,2,1,5,3,3,5,3,3,3,5,3,5,5,5,5,5,5,3,5,5,37,"Vrouw",NA,"HBO",NA,18,694.21,61.38,NA,NA,NA,70.73,NA,73.24,NA,63.52,NA,75.74,NA,87.61,NA,57.03,NA,58.51,NA,52.29,NA,47.88,NA,46.28,NA,NA,NA,NA
"166",232,"1980-01-01 00:00:00",12,"nl-informal","yes",NA,5,5,4,5,3,5,5,3,3,3,5,3,5,5,3,3,3,5,3,5,5,3,3,3,3,3,5,5,4,4,3,5,4,4,5,1,1,1,1,1,1,5,1,3,1,3,2,2,3,3,3,4,4,3,4,5,4,5,5,5,4,4,5,33,"Vrouw",NA,"WO (bijvoorbeeld een MSc of PhD)",NA,35,465.89,29.69,NA,NA,NA,46.57,NA,39.79,NA,48.02,NA,40.22,NA,46.83,NA,43.5,NA,59.05,NA,35.24,NA,46.92,NA,30.06,NA,NA,NA,NA
"167",233,"1980-01-01 00:00:00",12,"nl-informal","yes",NA,5,5,5,5,2,5,4,2,5,4,5,2,5,5,2,3,3,5,2,3,4,2,2,2,2,4,5,5,4,4,3,5,4,5,5,1,1,1,1,1,2,5,1,2,1,5,2,1,5,1,2,5,3,1,5,5,5,5,5,5,5,5,4,38,"Vrouw",NA,"WO (bijvoorbeeld een MSc of PhD)",NA,97,906.14,542.82,NA,NA,NA,46.03,NA,29.97,NA,49,NA,39.5,NA,29.27,NA,29.04,NA,36.99,NA,30.66,NA,35.13,NA,37.73,NA,NA,NA,NA
"168",234,"1980-01-01 00:00:00",12,"nl-informal","yes",NA,5,5,5,5,4,5,5,1,1,1,2,1,2,5,2,2,2,3,2,5,5,1,1,1,1,1,5,5,4,5,4,5,4,5,5,1,1,1,1,1,2,5,1,1,1,5,1,2,4,4,4,5,4,4,5,5,5,5,5,5,5,5,5,36,"Vrouw",NA,"HBO",NA,89,318.06,21.38,NA,NA,NA,35.43,NA,37.57,NA,64.69,NA,21.49,NA,20.48,NA,26.25,NA,25.07,NA,23.38,NA,16.74,NA,25.58,NA,NA,NA,NA
"169",236,"1980-01-01 00:00:00",12,"nl-informal","yes",NA,5,4,3,5,3,5,4,1,3,2,3,2,4,5,2,1,1,3,3,4,5,5,5,3,1,4,5,5,4,4,2,4,3,4,3,1,1,1,1,1,2,5,1,2,2,4,2,1,5,2,2,3,4,3,4,5,4,4,3,5,4,4,3,49,"Man",NA,"HBO",NA,56,443.49,30.83,NA,NA,NA,54.38,NA,40.06,NA,40.93,NA,28.03,NA,37.18,NA,48.11,NA,37.6,NA,40.67,NA,48.56,NA,37.14,NA,NA,NA,NA
"170",237,"1980-01-01 00:00:00",12,"nl-informal","yes",NA,5,5,5,5,3,5,5,5,5,5,5,2,5,5,1,3,1,3,1,5,5,2,3,3,5,3,5,5,5,5,5,5,3,5,5,1,1,1,1,1,1,5,1,1,1,3,2,1,5,3,3,3,1,2,5,5,5,5,5,5,5,5,5,51,"Man",NA,"WO (bijvoorbeeld een MSc of PhD)",NA,52,571.59,19.59,NA,NA,NA,93.33,NA,46.5,NA,75.24,NA,60.11,NA,42.34,NA,65.68,NA,70.4,NA,41.69,NA,33.02,NA,23.69,NA,NA,NA,NA
"171",238,NA,NA,"nl-informal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"172",239,"1980-01-01 00:00:00",12,"nl-informal","yes",NA,4,3,3,3,2,5,5,2,3,3,3,1,5,5,2,3,2,3,3,4,4,3,3,3,3,4,5,5,5,5,3,5,3,5,5,1,1,1,1,1,1,4,1,2,1,3,2,1,5,2,3,4,2,3,5,5,5,5,5,4,4,5,5,37,"Vrouw",NA,"WO (bijvoorbeeld een MSc of PhD)",NA,20,483.34,4.34,NA,NA,NA,60.94,NA,47.18,NA,67.66,NA,43.6,NA,38.46,NA,44.19,NA,39.14,NA,30.7,NA,49.85,NA,57.28,NA,NA,NA,NA
"173",240,"1980-01-01 00:00:00",12,"nl-informal","yes",NA,5,5,5,5,2,4,4,5,5,5,3,2,5,5,1,3,5,5,4,5,5,1,1,1,1,2,5,5,5,5,4,5,4,4,5,1,1,1,1,1,1,5,1,1,1,3,1,1,4,1,3,3,2,2,5,5,5,5,5,5,4,5,5,32,"Vrouw",NA,"HBO",NA,NA,488.48,22.44,NA,NA,NA,63.9,NA,38.16,NA,50.09,NA,43.7,NA,44.48,NA,39.6,NA,72.59,NA,46.76,NA,34.52,NA,32.24,NA,NA,NA,NA
"174",241,NA,NA,"nl-informal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"175",242,"1980-01-01 00:00:00",12,"nl-informal","yes",NA,4,4,4,4,4,4,4,1,5,5,5,1,1,5,1,5,1,4,5,5,5,1,1,1,1,4,1,5,3,3,3,3,3,3,3,1,1,1,1,3,1,5,1,1,1,5,3,1,5,3,5,3,2,3,3,5,5,5,5,5,5,5,5,31,"Vrouw",NA,"HBO",NA,30,253.79,4.52,NA,NA,NA,19.85,NA,26.46,NA,24.7,NA,45.7,NA,17.14,NA,21.1,NA,24.74,NA,21.99,NA,16.91,NA,30.68,NA,NA,NA,NA
"176",243,"1980-01-01 00:00:00",12,"nl-informal","yes",NA,5,3,3,4,2,5,5,1,2,1,3,2,4,5,5,5,4,4,2,5,4,3,3,3,3,2,5,5,5,5,4,4,2,5,5,1,1,1,1,1,4,5,1,2,1,4,2,4,5,1,1,2,2,1,5,5,5,5,5,5,5,5,5,47,"Vrouw",NA,"WO (bijvoorbeeld een MSc of PhD)",NA,62,567.84,34.84,NA,NA,NA,61.54,NA,43.46,NA,140.57,NA,60.04,NA,39.15,NA,42.69,NA,57.27,NA,33.75,NA,24.14,NA,30.39,NA,NA,NA,NA
"177",244,"1980-01-01 00:00:00",12,"nl-informal","yes",NA,4,4,4,5,3,5,4,3,3,3,3,3,5,5,2,3,2,2,3,5,4,1,1,1,1,1,3,2,4,4,3,5,4,5,4,1,1,1,1,1,1,2,1,2,1,3,1,4,4,2,2,2,4,3,5,5,4,5,4,5,5,5,4,28,"Vrouw",NA,"WO (bijvoorbeeld een MSc of PhD)",NA,58,424.84,30.83,NA,NA,NA,62.36,NA,49.36,NA,39.43,NA,40.33,NA,31.68,NA,36.11,NA,34.16,NA,30.34,NA,24.96,NA,45.28,NA,NA,NA,NA
"178",245,NA,NA,"nl-informal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"179",246,"1980-01-01 00:00:00",12,"nl-informal","yes",NA,5,5,5,5,5,5,5,1,2,2,4,5,2,5,4,2,1,4,4,3,5,4,2,3,1,4,3,5,4,4,4,4,3,2,4,1,1,1,1,1,1,5,1,1,1,3,4,1,5,1,4,4,1,1,2,5,5,5,5,5,5,5,5,23,"Vrouw",NA,"HBO",NA,15,911.47,536.35,NA,NA,NA,35.57,NA,25.64,NA,31.96,NA,31.47,NA,32.78,NA,95.23,NA,36.07,NA,24.46,NA,21.7,NA,40.24,NA,NA,NA,NA
"180",247,"1980-01-01 00:00:00",12,"nl-informal","yes",NA,5,5,5,5,2,5,5,1,3,2,5,2,5,5,3,5,2,5,3,5,5,1,3,2,4,3,5,5,1,5,1,5,1,5,5,1,1,1,1,2,4,5,1,5,1,5,1,4,5,1,3,3,5,2,5,5,5,5,5,5,4,5,5,36,"Vrouw",NA,"HAVO / VWO",NA,25,485.47,7.84,NA,NA,NA,57.58,NA,50.56,NA,34.17,NA,56.49,NA,57.72,NA,51.05,NA,49.25,NA,45.47,NA,34.49,NA,40.85,NA,NA,NA,NA
"181",248,"1980-01-01 00:00:00",12,"nl-informal","yes",NA,5,5,5,3,4,5,5,1,3,3,5,3,5,5,1,1,4,3,3,5,5,2,2,2,2,3,5,5,5,5,5,5,4,5,5,1,1,1,1,2,5,5,1,1,1,5,2,1,2,1,2,4,3,4,5,5,5,5,5,5,4,5,5,51,"Man",NA,"WO (bijvoorbeeld een MSc of PhD)",NA,44,380.86,6.32,NA,NA,NA,47.87,NA,34.18,NA,32.36,NA,49.68,NA,25.28,NA,37.62,NA,43.38,NA,48.3,NA,27.94,NA,27.93,NA,NA,NA,NA
"182",249,NA,NA,"nl-informal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"183",251,"1980-01-01 00:00:00",12,"nl-informal","yes",NA,5,5,4,5,5,5,5,3,3,3,3,3,5,5,1,3,1,3,3,1,5,1,1,1,1,1,1,5,5,5,5,5,5,5,5,1,1,1,1,1,1,5,2,5,3,5,3,5,5,3,5,5,1,2,5,3,5,5,5,5,5,5,5,18,"Vrouw",NA,"HBO",NA,70,306.48,15.64,NA,NA,NA,39.63,NA,23.41,NA,32.3,NA,37.25,NA,42.6,NA,16.02,NA,26.89,NA,28.36,NA,14.45,NA,29.93,NA,NA,NA,NA
"184",252,NA,NA,"nl-informal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"185",253,NA,NA,"nl-informal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"186",254,NA,NA,"nl-informal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"187",255,NA,NA,"nl-informal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"188",256,NA,NA,"nl-informal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"189",257,NA,NA,"nl-informal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"190",258,NA,NA,"nl-informal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"191",261,"1980-01-01 00:00:00",12,"nl-informal","yes",NA,5,5,5,5,2,5,5,2,2,1,5,1,3,5,4,2,1,2,1,2,2,1,1,2,2,2,4,5,5,5,5,5,4,5,5,1,1,1,1,1,1,5,1,1,1,4,1,1,5,4,4,4,2,4,4,5,5,5,5,5,5,5,5,37,"Vrouw",NA,"HBO",NA,89,439.59,20.65,NA,NA,NA,70.36,NA,44.09,NA,59.45,NA,35.81,NA,26.42,NA,29.64,NA,45.03,NA,53.11,NA,24.43,NA,30.6,NA,NA,NA,NA
"192",262,"1980-01-01 00:00:00",12,"nl-informal","yes",NA,5,5,5,5,5,5,5,2,3,2,4,2,2,5,2,3,2,3,3,5,5,3,2,4,3,3,3,4,4,5,4,5,3,3,5,1,1,1,1,1,1,5,1,2,2,3,2,2,5,2,2,4,3,2,4,5,5,5,5,5,4,5,5,38,"Vrouw",NA,"HBO",NA,33,332.83,5.78,NA,NA,NA,37.66,NA,33.96,NA,27.87,NA,29.26,NA,26.86,NA,43.51,NA,31.84,NA,35.6,NA,33.17,NA,27.32,NA,NA,NA,NA
"193",263,"1980-01-01 00:00:00",12,"nl-informal","yes",NA,5,3,2,4,4,5,5,1,4,3,4,3,5,5,1,2,1,3,3,5,5,1,1,1,1,3,5,5,3,4,3,4,4,4,5,1,5,5,1,1,1,5,1,4,2,5,3,4,5,1,4,4,2,3,5,3,5,5,5,5,5,5,5,32,"Man",NA,"WO (bijvoorbeeld een MSc of PhD)",NA,39,289.63,20.5,NA,NA,NA,33.59,NA,28.28,NA,24.06,NA,20.72,NA,35.3,NA,23.41,NA,24.8,NA,29.64,NA,21.17,NA,28.16,NA,NA,NA,NA
"194",264,"1980-01-01 00:00:00",12,"nl-informal","yes",NA,5,5,3,5,2,5,5,5,5,5,5,2,5,5,4,3,1,5,4,5,3,1,1,2,3,3,5,5,2,3,2,5,4,5,5,1,1,1,2,2,5,5,1,1,1,4,1,1,5,2,2,4,5,3,5,5,5,5,5,5,3,5,5,28,"Vrouw",NA,"MBO (bijvoorbeeld een ROC)",NA,89,812.77,318.6,NA,NA,NA,82.43,NA,60.5,NA,42.04,NA,34.36,NA,39.18,NA,49.41,NA,36.23,NA,71.93,NA,30.18,NA,47.91,NA,NA,NA,NA
"195",265,"1980-01-01 00:00:00",12,"nl-informal","yes",NA,5,5,5,5,3,5,5,1,3,2,3,2,5,5,1,3,2,4,2,5,5,1,2,2,3,2,5,5,4,5,4,4,4,5,5,1,1,1,1,1,1,5,1,2,1,5,2,1,5,1,2,5,3,2,5,5,5,5,5,5,5,5,5,33,"Vrouw",NA,"HBO",NA,43,293.18,7.77,NA,NA,NA,34.54,NA,30.24,NA,34.56,NA,32.52,NA,31.33,NA,27.72,NA,29.04,NA,24.11,NA,15.87,NA,25.48,NA,NA,NA,NA
"196",266,"1980-01-01 00:00:00",12,"nl-informal","yes",NA,4,4,4,5,3,4,4,2,3,2,3,2,4,5,2,3,3,5,3,5,4,2,3,3,3,3,4,5,3,4,1,4,3,3,3,1,1,1,1,3,2,5,1,1,1,5,2,3,5,1,3,3,2,2,5,5,5,5,5,5,5,5,5,30,"Vrouw",NA,"WO (bijvoorbeeld een MSc of PhD)",NA,39,327.14,9.14,NA,NA,NA,35.04,NA,34.68,NA,42.38,NA,34.52,NA,31.09,NA,32.55,NA,29.57,NA,36.69,NA,23.1,NA,18.38,NA,NA,NA,NA
"197",267,"1980-01-01 00:00:00",12,"nl-informal","yes",NA,5,5,4,5,5,5,5,1,1,1,3,1,2,5,1,3,2,4,3,4,5,1,2,4,1,1,4,5,5,5,4,5,5,5,5,1,1,2,1,1,3,5,1,2,2,4,3,2,5,1,3,3,2,1,4,5,5,5,5,5,5,5,5,50,"Vrouw",NA,"WO (bijvoorbeeld een MSc of PhD)",NA,46,841.88,458.25,NA,NA,NA,42.5,NA,52.38,NA,38.54,NA,40.18,NA,32.33,NA,52.83,NA,38.62,NA,32.23,NA,21.81,NA,32.21,NA,NA,NA,NA
"198",269,"1980-01-01 00:00:00",12,"nl-informal","yes",NA,5,5,4,5,3,4,5,2,3,3,4,3,4,5,2,1,2,3,3,5,5,1,1,1,2,3,4,5,5,5,5,5,4,5,5,1,1,1,1,1,1,3,1,2,1,5,2,2,5,2,2,4,3,3,4,5,5,5,5,3,5,5,5,35,"Vrouw",NA,"HBO",NA,48,333.11,36.02,NA,NA,NA,27.8,NA,44.86,NA,38.56,NA,21.78,NA,18.69,NA,23.69,NA,40.74,NA,23.09,NA,18.09,NA,39.79,NA,NA,NA,NA
"199",270,NA,3,"nl-informal","yes",NA,5,5,5,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.2,6.54,NA,NA,NA,16.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"200",271,"1980-01-01 00:00:00",12,"nl-informal","yes",NA,5,5,4,5,3,5,5,5,5,5,5,2,5,5,4,5,5,5,3,5,5,1,1,1,1,1,1,1,5,5,3,5,5,5,5,1,1,1,1,1,1,5,1,3,1,5,2,1,5,1,2,5,2,3,5,5,5,5,3,5,5,5,5,28,"Vrouw",NA,"HBO",NA,22,298.6,12.34,NA,NA,NA,43.42,NA,17.51,NA,29.07,NA,54.93,NA,27.45,NA,18.09,NA,29.05,NA,32.25,NA,11.28,NA,23.21,NA,NA,NA,NA
"201",272,"1980-01-01 00:00:00",12,"nl-informal","yes",NA,5,5,3,3,5,5,5,1,5,2,5,4,5,5,1,5,3,5,3,5,5,1,2,3,3,3,5,5,5,5,3,5,5,5,5,1,1,1,1,1,1,5,1,1,1,4,1,3,5,1,2,5,2,4,5,5,5,5,3,5,5,5,5,50,"Vrouw",NA,"WO (bijvoorbeeld een MSc of PhD)",NA,80,622.37,45.01,NA,NA,NA,60.22,NA,63.15,NA,56.59,NA,58.6,NA,34.47,NA,66.69,NA,92.61,NA,53.74,NA,52.96,NA,38.33,NA,NA,NA,NA
