"","id","submitdate","lastpage","startlanguage","informedConsent","noConsentReason","practiceBehavior_intention","practiceBehavior_attInstrumental","practiceBehavior_attExperiential","practiceBehavior_pnInjunctive","practiceBehavior_pnDescriptive","practiceBehavior_pbcCapacity","practiceBehavior_pbcControl","coffee_intention","coffee_attInstrumental","coffee_attExperiential","coffee_pnInjunctive","coffee_pnDescriptive","coffee_pbcCapacity","coffee_pbcControl","publicTransport_intention","publicTransport_attInstrumental","publicTransport_attExperiential","publicTransport_pnInjunctive","publicTransport_pnDescriptive","publicTransport_pbcCapacity","publicTransport_pbcControl","runRedLight_intention","runRedLight_attInstrumental","runRedLight_attExperiential","runRedLight_pnInjunctive","runRedLight_pnDescriptive","runRedLight_pbcCapacity","runRedLight_pbcControl","wasteSeparation_intention","wasteSeparation_attInstrumental","wasteSeparation_attExperiential","wasteSeparation_pnInjunctive","wasteSeparation_pnDescriptive","wasteSeparation_pbcCapacity","wasteSeparation_pbcControl","conSomebody_intention","conSomebody_attInstrumental","conSomebody_attExperiential","conSomebody_pnInjunctive","conSomebody_pnDescriptive","conSomebody_pbcCapacity","conSomebody_pbcControl","marathon_intention","marathon_attInstrumental","marathon_attExperiential","marathon_pnInjunctive","marathon_pnDescriptive","marathon_pbcCapacity","marathon_pbcControl","longShower_intention","longShower_attInstrumental","longShower_attExperiential","longShower_pnInjunctive","longShower_pnDescriptive","longShower_pbcCapacity","longShower_pbcControl","brushingTeeth_intention","brushingTeeth_attInstrumental","brushingTeeth_attExperiential","brushingTeeth_pnInjunctive","brushingTeeth_pnDescriptive","brushingTeeth_pbcCapacity","brushingTeeth_pbcControl","age","sex","sex_other","education","education_other","region","Totaaltijd","Groep.tijd..Toestemmingsverklaring","Vraagtijd..informedConsent","Groep.tijd..Geen.toestemming.gegeven.voor.deelname","Vraagtijd..noConsentReason","Groep.tijd..Oefenvraag..de.komende.minuten.een.vragenlijst.invullen","Vraagtijd..practiceBehavior","Groep.tijd..De.komende.maand.helemaal.geen.koffie.drinken","Vraagtijd..coffee","Groep.tijd..De.komende.maand.vooral.met.het.openbaar.vervoer.reizen","Vraagtijd..publicTransport","Groep.tijd..De.komende.maand.soms.door.rood.licht.fietsen","Vraagtijd..runRedLight","Groep.tijd..De.komende.maand.afval.altijd.nauwkeurig.scheiden","Vraagtijd..wasteSeparation","Groep.tijd..De.komende.maand.iemand.voor.10.000.euro.oplichten","Vraagtijd..conSomebody","Groep.tijd..De.komende.maand.een.marathon.uitlopen","Vraagtijd..marathon","Groep.tijd..De.komende.maand.vaak.extra.lang.douchen","Vraagtijd..longShower","Groep.tijd..De.komende.maand.elke.dag.je.tanden.poetsen","Vraagtijd..brushingTeeth","Groep.tijd..Algemene.informatie","Vraagtijd..age","Vraagtijd..sex","Vraagtijd..education","Vraagtijd..region"
"74",114,"1980-01-01 00:00:00",12,"nl-informal","yes",NA,5,3,4,5,1,5,5,1,1,1,3,1,5,5,5,5,5,5,3,5,5,3,1,3,1,1,5,5,2,5,3,5,1,5,5,1,1,1,1,1,1,5,2,2,1,5,1,4,5,1,1,3,2,1,5,5,5,5,5,5,5,5,5,28,"Vrouw",NA,"WO (bijvoorbeeld een MSc of PhD)",NA,25,423.31,32.61,NA,NA,NA,50.34,NA,37.77,NA,39.97,NA,27.11,NA,29.1,NA,45.5,NA,80.87,NA,22.39,NA,23.36,NA,34.29,NA,NA,NA,NA
"75",115,NA,NA,"nl-informal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76",116,"1980-01-01 00:00:00",12,"nl-informal","yes",NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,1,1,1,3,3,3,3,4,5,1,5,3,5,1,1,1,1,1,1,1,1,1,5,1,5,3,5,5,2,5,1,1,1,1,1,4,5,5,5,5,5,5,5,5,36,"Vrouw",NA,"HBO",NA,22,449.02,35.3,NA,NA,NA,47.56,NA,38.88,NA,45.9,NA,41.39,NA,44.4,NA,54.01,NA,43.64,NA,43.22,NA,31,NA,23.72,NA,NA,NA,NA
"77",117,"1980-01-01 00:00:00",12,"nl-informal","yes",NA,5,5,3,4,2,5,4,5,3,3,3,2,5,5,1,3,2,3,2,4,4,1,1,1,2,2,4,4,4,4,4,4,4,5,5,1,1,1,1,1,1,4,1,1,1,1,1,1,5,2,2,4,2,2,5,5,5,4,4,4,5,5,5,37,"Man",NA,"HAVO / VWO",NA,97,1471.83,202.41,NA,NA,NA,60.82,NA,678.62,NA,82.64,NA,56.64,NA,43.47,NA,47.88,NA,38.94,NA,94.8,NA,57.2,NA,108.41,NA,NA,NA,NA
"78",118,"1980-01-01 00:00:00",12,"nl-informal","yes",NA,5,4,4,4,3,5,4,4,4,2,3,3,2,4,1,1,1,3,3,1,5,1,1,1,1,5,4,1,4,2,2,3,3,2,3,1,1,1,1,3,1,5,1,1,1,1,3,1,3,1,3,3,3,3,2,2,5,5,5,3,3,5,5,60,"Vrouw",NA,"HBO",NA,51,630.24,8.55,NA,NA,NA,84.4,NA,65.34,NA,37.93,NA,86.7,NA,75.29,NA,43.46,NA,49.14,NA,97.47,NA,28.68,NA,53.28,NA,NA,NA,NA
"79",120,"1980-01-01 00:00:00",12,"nl-informal","yes",NA,4,4,3,4,4,5,3,1,3,3,3,2,5,5,1,3,3,3,2,4,4,2,3,3,2,2,4,4,3,4,3,4,3,5,4,1,1,1,1,1,1,2,1,3,3,5,1,3,5,2,3,3,2,2,4,4,5,5,5,5,5,5,5,28,"Man",NA,"HBO",NA,61,669.19,30.42,NA,NA,NA,57.14,NA,51.08,NA,53.5,NA,52.63,NA,61.07,NA,40.83,NA,28.37,NA,240.4,NA,26.97,NA,26.78,NA,NA,NA,NA
"80",121,"1980-01-01 00:00:00",12,"nl-informal","yes",NA,5,4,3,5,2,5,5,5,5,5,5,2,5,5,5,5,3,5,3,4,4,4,1,2,1,3,5,5,1,5,3,5,3,5,5,1,1,1,1,2,1,5,1,5,3,5,2,3,5,1,1,5,1,2,4,2,4,5,4,5,2,5,5,18,"Vrouw",NA,"HAVO / VWO",NA,60,431.64,14.52,NA,NA,NA,68.34,NA,36.92,NA,37.9,NA,39.3,NA,33.88,NA,31.67,NA,42.22,NA,35.26,NA,36.12,NA,55.51,NA,NA,NA,NA
"81",122,"1980-01-01 00:00:00",12,"nl-informal","yes",NA,5,4,4,5,2,5,5,4,5,5,5,4,5,5,1,3,1,5,1,1,5,1,1,1,2,1,2,5,1,5,5,5,1,1,2,1,1,1,1,1,1,5,1,2,2,5,4,4,5,2,3,3,4,3,5,5,5,5,5,5,5,5,5,44,"Vrouw",NA,"HBO",NA,33,317.14,22.26,NA,NA,NA,38.98,NA,25.49,NA,24.78,NA,31.05,NA,31.54,NA,21.15,NA,29.12,NA,38.26,NA,22.86,NA,31.65,NA,NA,NA,NA
"82",124,"1980-01-01 00:00:00",12,"nl-informal","yes",NA,5,5,5,5,3,5,5,2,3,2,4,1,5,5,5,5,4,5,5,4,4,1,1,1,1,4,2,5,2,3,2,4,2,4,4,1,1,1,1,1,2,5,2,5,4,5,2,2,4,2,3,4,2,4,4,5,4,5,4,5,4,4,5,18,"Vrouw",NA,"HAVO / VWO",NA,55,667.59,56.1,NA,NA,NA,61.01,NA,184.33,NA,46.02,NA,27.56,NA,40.37,NA,49.91,NA,43.9,NA,60.22,NA,40.66,NA,57.51,NA,NA,NA,NA
"83",126,"1980-01-01 00:00:00",12,"nl-informal","yes",NA,5,4,4,5,3,5,5,1,3,2,3,2,4,5,4,4,3,5,4,5,3,2,2,2,1,3,2,4,4,5,3,5,4,4,4,1,1,1,1,1,1,3,1,4,3,5,2,2,4,3,3,4,2,3,4,5,5,5,5,5,5,5,5,19,"Vrouw",NA,"HBO",NA,NA,563.26,17.84,NA,NA,NA,58.93,NA,61.87,NA,43.98,NA,55.9,NA,38.58,NA,63.34,NA,68.02,NA,45.67,NA,65.27,NA,43.86,NA,NA,NA,NA
"84",127,"1980-01-01 00:00:00",12,"nl-informal","yes",NA,5,5,3,4,2,5,4,5,5,5,5,3,5,5,5,5,3,5,5,5,5,1,4,4,1,3,5,5,5,5,3,5,3,5,5,1,1,1,1,2,5,5,1,3,1,5,3,4,5,3,3,3,3,4,3,5,5,5,3,5,4,5,5,18,"Man",NA,"HAVO / VWO",NA,60,1836.26,32.12,NA,NA,NA,115.87,NA,22.56,NA,23.9,NA,33.84,NA,46.34,NA,1240.41,NA,45.26,NA,36.19,NA,77.08,NA,162.69,NA,NA,NA,NA
"85",128,"1980-01-01 00:00:00",12,"nl-informal","yes",NA,5,4,4,4,4,4,3,5,5,5,5,3,5,5,3,4,3,3,3,3,4,1,3,2,1,4,5,5,4,4,4,4,4,5,4,1,1,1,1,1,3,5,1,4,4,5,3,5,5,1,3,2,3,1,4,5,5,4,3,4,3,5,5,18,"Man",NA,"HAVO / VWO",NA,60,3118.88,6.26,NA,NA,NA,11.61,NA,17.89,NA,9.59,NA,25.58,NA,2941.6,NA,15.15,NA,20.14,NA,20.69,NA,15.89,NA,34.48,NA,NA,NA,NA
"86",129,"1980-01-01 00:00:00",12,"nl-informal","yes",NA,5,3,3,5,1,5,5,5,5,5,5,5,5,5,4,5,3,5,5,5,5,1,1,1,1,2,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,5,1,3,1,5,1,3,5,1,2,3,4,3,5,5,5,5,5,5,5,5,5,21,"Man",NA,"HBO",NA,56,420.86,5.62,NA,NA,NA,87.16,NA,34.34,NA,41.83,NA,40.31,NA,53.72,NA,30.52,NA,36.4,NA,42.27,NA,14.98,NA,33.71,NA,NA,NA,NA
"87",131,"1980-01-01 00:00:00",12,"nl-informal","yes",NA,5,5,5,5,5,5,5,2,3,3,3,3,4,5,1,2,2,4,5,3,5,1,1,1,1,2,1,5,5,5,5,5,4,5,5,1,1,1,5,1,1,5,1,1,1,1,1,1,5,3,4,4,4,2,4,5,5,5,5,5,5,5,5,21,"Vrouw",NA,"HAVO / VWO",NA,55,573.05,7.98,NA,NA,NA,22.4,NA,41.8,NA,54.34,NA,42.32,NA,40.2,NA,43.43,NA,25.34,NA,229.44,NA,42.03,NA,23.77,NA,NA,NA,NA
"88",132,"1980-01-01 00:00:00",12,"nl-informal","yes",NA,5,5,4,5,3,5,5,1,1,1,3,2,4,5,1,2,2,1,2,4,5,1,1,1,1,1,1,5,5,5,5,4,4,5,5,1,1,1,1,1,1,5,1,1,1,5,2,1,5,1,1,3,3,2,2,5,5,5,5,5,5,5,5,50,"Vrouw",NA,"HBO",NA,80,921.19,40.69,NA,NA,NA,78.17,NA,69.57,NA,112.14,NA,71.87,NA,102.74,NA,94.7,NA,51.82,NA,138.38,NA,63.55,NA,97.56,NA,NA,NA,NA
"89",134,"1980-01-01 00:00:00",12,"nl-informal","yes",NA,3,4,4,2,3,4,3,1,4,1,2,3,2,3,2,2,2,2,2,4,5,1,1,1,1,1,3,5,2,3,2,5,2,5,5,1,1,1,1,1,4,5,1,2,3,2,3,5,5,3,4,3,4,3,5,5,5,5,5,5,5,5,5,24,"Man",NA,"WO (bijvoorbeeld een MSc of PhD)",NA,17,341.01,22.62,NA,NA,NA,35.7,NA,33.67,NA,51.04,NA,46.5,NA,26.03,NA,22.31,NA,23.72,NA,12.43,NA,20.3,NA,46.69,NA,NA,NA,NA
"90",135,"1980-01-01 00:00:00",12,"nl-informal","yes",NA,4,3,3,3,1,4,5,2,3,2,3,3,5,5,1,2,1,3,3,4,5,2,3,2,3,3,4,4,4,4,4,3,3,5,5,1,1,1,1,3,1,5,1,3,3,3,3,4,5,3,3,4,3,3,4,5,5,5,5,5,3,5,5,34,"Vrouw",NA,"HBO",NA,89,573,45.05,NA,NA,NA,78.86,NA,48.07,NA,45.36,NA,41.49,NA,74.14,NA,52.72,NA,48.1,NA,37.55,NA,48.19,NA,53.47,NA,NA,NA,NA
"91",136,"1980-01-01 00:00:00",12,"nl-informal","yes",NA,4,4,3,5,2,5,5,5,5,5,5,2,5,5,1,3,1,3,4,5,5,2,1,1,2,3,5,5,4,4,4,4,4,4,5,1,1,1,1,1,4,5,1,5,1,5,1,2,2,1,3,5,3,4,5,5,4,5,5,5,5,5,5,20,"Vrouw",NA,"WO (bijvoorbeeld een MSc of PhD)",NA,67,223.75,7.09,NA,NA,NA,25.1,NA,22.53,NA,22.53,NA,21.83,NA,13.8,NA,18.54,NA,19.32,NA,27.44,NA,18.14,NA,27.43,NA,NA,NA,NA
"92",137,NA,NA,"nl-informal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93",138,"1980-01-01 00:00:00",12,"nl-informal","yes",NA,5,3,2,4,2,4,1,2,4,3,3,3,5,5,5,4,3,4,4,4,4,3,2,3,2,4,3,4,4,3,4,5,3,5,5,1,1,1,1,1,1,3,1,4,3,5,2,4,5,2,3,5,2,2,4,4,5,5,3,4,4,5,5,20,"Vrouw",NA,"HAVO / VWO",NA,NA,780.71,34.91,NA,NA,NA,108.23,NA,50.28,NA,111.95,NA,123.55,NA,72.46,NA,73.27,NA,57.08,NA,55.15,NA,51.05,NA,42.78,NA,NA,NA,NA
"94",139,"1980-01-01 00:00:00",12,"nl-informal","yes",NA,5,5,4,5,2,5,5,1,4,1,5,2,2,5,2,4,5,5,3,5,5,3,3,3,3,3,5,4,4,5,5,5,4,5,4,1,1,1,1,2,1,3,1,1,1,5,2,2,5,2,4,4,3,3,4,4,5,5,5,5,4,5,4,37,"Vrouw",NA,"WO (bijvoorbeeld een MSc of PhD)",NA,50,414.15,50.52,NA,NA,NA,42.57,NA,32.59,NA,45.46,NA,28.04,NA,38.04,NA,33.3,NA,26.16,NA,46.19,NA,29.56,NA,41.72,NA,NA,NA,NA
"95",140,"1980-01-01 00:00:00",12,"nl-informal","yes",NA,5,3,3,5,3,5,5,1,3,2,3,2,5,5,3,4,2,4,3,4,5,4,4,4,3,4,3,5,4,4,4,5,4,4,5,1,1,1,1,2,1,5,1,1,1,3,2,3,5,2,1,3,1,2,4,5,5,5,5,5,5,5,5,22,"Vrouw",NA,"HBO",NA,10,1159.42,9.96,NA,NA,NA,84.23,NA,48.97,NA,48.27,NA,62.25,NA,54.97,NA,649.93,NA,56.42,NA,59.96,NA,29.66,NA,54.8,NA,NA,NA,NA
"96",141,"1980-01-01 00:00:00",12,"nl-informal","yes",NA,5,3,2,5,5,5,2,1,3,1,4,1,4,5,2,2,2,3,4,5,1,5,2,3,1,3,5,5,2,5,4,5,2,5,5,1,1,1,1,1,1,5,2,4,2,1,1,5,5,3,2,5,3,1,5,5,5,5,5,5,5,5,5,20,"Vrouw",NA,"HBO",NA,56,415.94,14.14,NA,NA,NA,47.18,NA,59.78,NA,47.96,NA,48.03,NA,34.71,NA,24.65,NA,37.88,NA,36.69,NA,23.5,NA,41.42,NA,NA,NA,NA
"97",142,"1980-01-01 00:00:00",12,"nl-informal","yes",NA,5,4,3,4,4,5,4,5,5,5,5,1,5,5,4,4,4,3,4,5,4,5,5,4,2,5,4,5,4,4,3,5,2,3,3,5,5,1,1,2,2,5,2,4,2,4,1,5,4,3,3,3,2,4,3,4,5,5,5,5,5,5,5,18,"Man",NA,"HBO",NA,56,537.06,7.68,NA,NA,NA,72.28,NA,31.67,NA,33.15,NA,32.9,NA,202.99,NA,52.25,NA,49.95,NA,18.3,NA,13.57,NA,22.32,NA,NA,NA,NA
"98",143,"1980-01-01 00:00:00",12,"nl-informal","yes",NA,5,4,4,4,3,5,5,4,5,5,5,4,5,5,1,2,1,2,1,1,2,2,2,4,2,2,2,5,4,5,2,4,3,4,3,1,1,1,1,1,1,1,1,3,5,4,1,1,2,4,5,5,1,4,4,5,5,5,5,5,5,5,5,23,"Vrouw",NA,NA,"Belgische professionele bachelor opleiding",25,670.57,103.76,NA,NA,NA,73.92,NA,72.01,NA,48.07,NA,78.08,NA,73.13,NA,25.21,NA,50.33,NA,37.27,NA,28.58,NA,80.21,NA,NA,NA,NA
"99",146,"1980-01-01 00:00:00",12,"nl-informal","yes",NA,5,5,5,5,2,5,5,1,1,1,5,3,5,5,1,2,2,5,3,4,4,4,2,5,3,4,5,5,2,4,2,5,4,5,5,1,1,1,1,1,2,5,1,1,1,4,2,2,4,2,3,4,4,4,5,5,5,5,5,5,5,5,5,NA,"Vrouw",NA,"WO (bijvoorbeeld een MSc of PhD)",NA,35,2703.43,2317.81,NA,NA,NA,54.61,NA,31.62,NA,39.31,NA,50.61,NA,38.86,NA,34.94,NA,43.51,NA,42.38,NA,23.23,NA,26.55,NA,NA,NA,NA
"100",148,"1980-01-01 00:00:00",12,"nl-informal","yes",NA,5,5,5,5,1,5,5,1,5,1,3,1,5,5,3,5,3,5,3,5,5,4,3,5,2,3,5,5,4,5,3,5,4,5,5,1,1,1,1,1,1,5,1,5,1,5,1,3,5,1,2,3,2,1,5,5,5,5,5,5,5,5,5,43,"Vrouw",NA,"WO (bijvoorbeeld een MSc of PhD)",NA,75,429.91,8.05,NA,NA,NA,57.56,NA,48.05,NA,48.8,NA,36.99,NA,47.6,NA,46.08,NA,39.45,NA,45.32,NA,18.15,NA,33.86,NA,NA,NA,NA
"101",149,"1980-01-01 00:00:00",12,"nl-informal","yes",NA,5,3,3,5,4,5,5,4,4,4,5,2,5,5,4,4,3,5,4,5,4,1,1,1,1,3,4,5,3,4,4,4,3,4,4,1,1,1,1,1,1,5,1,3,3,4,2,2,4,4,4,4,3,3,4,4,5,5,4,5,5,5,5,18,"Vrouw",NA,"HAVO / VWO",NA,60,429.09,28.08,NA,NA,NA,43.48,NA,62.17,NA,42.76,NA,33.51,NA,28.36,NA,82.6,NA,35.43,NA,25.89,NA,22.65,NA,24.16,NA,NA,NA,NA
"102",150,"1980-01-01 00:00:00",12,"nl-informal","yes",NA,5,3,3,5,1,5,5,1,1,1,3,1,1,5,5,5,5,5,5,5,5,1,1,1,1,3,1,5,3,3,3,4,3,3,5,1,1,1,1,1,1,5,1,1,1,1,1,1,5,4,3,5,1,3,5,5,5,5,5,5,4,5,5,18,"Vrouw",NA,"HAVO / VWO",NA,52,1161.53,874.74,NA,NA,NA,71.22,NA,25.91,NA,19.37,NA,21.1,NA,22.72,NA,28.88,NA,15.09,NA,27.52,NA,28.07,NA,26.91,NA,NA,NA,NA
"103",154,NA,3,"nl-informal","yes",NA,5,5,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,1,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107.45,8.16,NA,NA,NA,20.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104",155,"1980-01-01 00:00:00",12,"nl-informal","yes",NA,5,5,3,3,1,5,5,1,5,2,3,2,3,5,1,2,2,5,3,5,4,2,2,4,3,4,5,5,5,5,4,5,4,5,5,1,4,3,1,2,3,4,1,1,1,3,2,1,2,1,3,5,1,3,5,5,5,5,5,5,4,5,5,35,"Man",NA,"HBO",NA,30,418.81,7.81,NA,NA,NA,66.1,NA,38.47,NA,37.56,NA,45.17,NA,21.78,NA,47.53,NA,41.55,NA,49.7,NA,23.74,NA,39.4,NA,NA,NA,NA
"105",156,"1980-01-01 00:00:00",12,"nl-informal","yes",NA,5,4,4,3,2,5,5,1,4,2,3,1,4,5,4,4,4,5,3,4,5,1,1,1,1,2,2,5,4,4,4,5,4,4,4,1,1,1,1,1,2,5,1,3,3,4,2,3,5,1,2,2,1,1,1,5,5,5,5,5,2,5,5,46,"Man",NA,"HBO",NA,16,737.13,287.28,NA,NA,NA,64.29,NA,38.06,NA,47.49,NA,43.33,NA,26.08,NA,30.72,NA,35.3,NA,29.02,NA,90.83,NA,44.73,NA,NA,NA,NA
"106",157,"1980-01-01 00:00:00",12,"nl-informal","yes",NA,5,4,4,3,1,5,4,5,5,3,3,5,5,5,3,3,3,2,3,4,5,4,4,4,3,4,5,5,2,4,4,3,4,4,5,1,1,1,1,1,3,5,1,1,1,3,1,1,5,1,2,3,3,1,5,5,5,5,5,3,5,5,5,50,"Vrouw",NA,NA,"bachelor",35,530.81,29.83,NA,NA,NA,73.69,NA,52.93,NA,64.85,NA,38.4,NA,47.2,NA,46.71,NA,39.84,NA,40.48,NA,28.32,NA,68.56,NA,NA,NA,NA
"107",158,NA,NA,"nl-informal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108",159,"1980-01-01 00:00:00",12,"nl-informal","yes",NA,5,5,4,5,3,5,5,1,2,1,3,5,4,5,1,3,3,3,2,4,5,2,2,1,1,2,2,5,4,5,5,4,4,5,5,1,1,1,1,1,3,5,1,2,1,4,2,3,5,3,4,5,3,3,5,5,5,5,5,5,5,5,5,48,"Vrouw",NA,"WO (bijvoorbeeld een MSc of PhD)",NA,18,481.37,66.41,NA,NA,NA,46.95,NA,57.36,NA,54.86,NA,36.49,NA,45.07,NA,26.96,NA,47.07,NA,47.16,NA,23.46,NA,29.58,NA,NA,NA,NA
"109",161,"1980-01-01 00:00:00",12,"nl-informal","yes",NA,5,5,5,5,3,5,3,1,4,1,4,2,2,3,3,4,2,4,3,4,4,2,2,3,3,3,4,4,1,3,3,4,3,4,4,1,1,1,1,1,3,5,1,2,2,5,3,1,2,2,2,5,3,3,5,4,5,5,3,5,4,4,5,36,"Man",NA,"WO (bijvoorbeeld een MSc of PhD)",NA,25,395.9,13.86,NA,NA,NA,44.3,NA,34.32,NA,35.37,NA,34,NA,35,NA,53.92,NA,43.62,NA,44.03,NA,27.3,NA,30.18,NA,NA,NA,NA
"110",162,"1980-01-01 00:00:00",12,"nl-informal","yes",NA,5,4,3,4,1,5,4,1,3,1,3,3,4,5,1,3,2,3,2,5,4,1,2,3,2,3,5,5,4,5,3,5,3,5,5,1,1,2,1,1,4,5,1,5,5,4,3,5,4,1,3,3,3,2,5,5,3,4,2,5,3,4,5,39,"Man",NA,"HBO",NA,98,489.04,107.25,NA,NA,NA,40.56,NA,37.14,NA,52.52,NA,33.6,NA,37.76,NA,41.16,NA,35.63,NA,31,NA,37.03,NA,35.39,NA,NA,NA,NA
"111",163,NA,NA,"nl-informal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112",164,NA,NA,"nl-informal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113",165,"1980-01-01 00:00:00",12,"nl-informal","yes",NA,5,3,1,5,1,5,5,1,3,2,3,3,5,5,2,3,2,3,4,5,3,2,1,3,1,2,5,5,3,3,3,3,3,3,3,1,1,1,1,1,1,3,1,3,3,3,2,1,3,3,3,3,3,3,5,4,5,5,5,5,5,5,5,21,"Vrouw",NA,"HAVO / VWO",NA,22,428.95,42.57,NA,NA,NA,33.03,NA,32.37,NA,33,NA,94.04,NA,30.47,NA,36.07,NA,29.82,NA,24.07,NA,33.67,NA,39.84,NA,NA,NA,NA
"114",166,"1980-01-01 00:00:00",12,"nl-informal","yes",NA,4,4,4,5,3,4,5,1,2,2,3,3,2,5,2,3,2,3,3,3,4,1,1,1,2,2,4,5,3,5,4,4,4,4,4,1,1,1,1,1,1,5,1,1,1,3,1,3,5,2,2,4,2,3,3,4,5,5,5,5,4,4,4,46,"Vrouw",NA,"HBO",NA,38,346.71,20.02,NA,NA,NA,49.25,NA,29.2,NA,29.72,NA,23.45,NA,30.46,NA,34.25,NA,33.14,NA,38.63,NA,24.79,NA,33.8,NA,NA,NA,NA
"115",167,"1980-01-01 00:00:00",12,"nl-informal","yes",NA,5,5,5,5,1,5,5,1,3,3,5,3,5,5,4,4,4,5,3,5,5,4,4,4,3,4,5,5,4,4,4,5,2,4,4,1,1,1,1,1,1,5,1,3,1,4,2,3,5,2,4,4,3,3,4,5,5,5,5,5,5,5,5,25,"Vrouw",NA,"HBO",NA,33,348.69,11.55,NA,NA,NA,41.38,NA,38.82,NA,31.59,NA,32.72,NA,33.64,NA,36.28,NA,43.89,NA,37.19,NA,19.02,NA,22.61,NA,NA,NA,NA
"116",168,"1980-01-01 00:00:00",12,"nl-informal","yes",NA,5,5,5,5,3,5,5,1,3,2,5,3,5,5,1,1,1,5,1,5,5,1,1,1,2,1,5,5,5,5,5,5,4,5,5,1,1,1,1,1,5,5,1,1,1,1,1,1,5,1,2,4,5,1,5,5,5,5,5,5,5,5,5,49,"Vrouw",NA,"HBO",NA,75,263.02,14.85,NA,NA,NA,37.51,NA,39.95,NA,19.07,NA,27.83,NA,17.64,NA,16.07,NA,20.78,NA,33.96,NA,17.11,NA,18.25,NA,NA,NA,NA
